worker_id,worker_name,role_name,work_type,gross_salary,pension_deduct,health_deduct,other_deductions,working_days,days_present,days_absent,days_present_ratio,checkin_time_std_dev,gps_boundary_score,device_shared_count,impossible_travel_count,peer_checkin_correlation,bank_change_velocity,completeness_score,deduction_ratio,login_to_checkin_gap,device_id,bank_account,verdict_label,is_ghost
W00204,Ifeoma Abubakar,Accountant,HYBRID,280000,11137.64,2942.25,3840.11,22,17,5,0.773,8.575,0.238,1,0,0.541,0.08,0.808,0.064,10.843,DEV-23864,6485195277,VERIFIED,0
W00127,Ibrahim Etuk,Engineer,HYBRID,320000,16518.11,7563.82,5678.07,22,18,4,0.818,15.262,0.029,0,0,0.471,0.236,0.955,0.093,12.171,DEV-49150,7618173770,VERIFIED,0
W00330,Chukwuemeka Nwosu,Accountant,HYBRID,280000,12547.78,4711.96,1500.26,22,4,18,0.182,7.382,0.319,2,1,0.77,0.523,0.597,0.067,96.54,DEV-46838,6883003674,SUSPICIOUS,0
W00032,Ngozi Ogunleye,Operations Manager,ONSITE,450000,0.0,0.0,0.0,22,9,13,0.409,4.196,0.559,2,1,0.97,0.712,0.479,0.0,54.799,DEV-99469,5504832296,SUSPICIOUS,0
W00114,Temitope Ogunleye,Operations Manager,ONSITE,450000,6219.85,2229.87,4150.28,22,7,15,0.318,0.819,0.672,2,1,0.977,1.466,0.0,0.028,288.241,DEV-38848,5983386067,FLAGGED,1
W00471,Tunde Ogunleye,Accountant,HYBRID,280000,17123.3,4284.36,3792.34,22,15,7,0.682,14.942,0.0,0,0,0.142,0.034,0.896,0.09,27.028,DEV-26443,1118678829,VERIFIED,0
W00272,Ibrahim Okonkwo,Operations Manager,ONSITE,450000,21193.06,7042.67,12264.27,22,15,7,0.682,9.606,0.387,1,1,0.935,0.487,0.85,0.09,41.552,DEV-49031,0816716758,SUSPICIOUS,0
W00141,Ifeoma Okafor,Operations Manager,ONSITE,450000,16612.64,3147.96,10389.4,22,20,2,0.909,14.558,0.224,2,1,0.241,0.238,0.915,0.067,25.899,DEV-18572,1940472753,VERIFIED,0
W00058,Efe Eze,Engineer,HYBRID,320000,23331.07,6894.31,20654.62,22,15,7,0.682,20.047,0.255,2,0,0.288,0.142,0.915,0.159,7.061,DEV-63629,5861265376,VERIFIED,0
W00193,Chukwuemeka Okonkwo,Security Officer,ONSITE,120000,438.01,299.95,222.04,22,2,20,0.091,6.0,0.704,4,4,0.804,0.25,0.101,0.008,105.798,DEV-45625,7749985509,FLAGGED,1
W00025,Chukwuemeka Abubakar,Security Officer,ONSITE,120000,10196.43,4392.56,4131.01,22,16,6,0.727,20.673,0.022,1,0,0.666,0.193,0.811,0.156,29.127,DEV-92145,7488405920,VERIFIED,0
W00018,Temitope Usman,HR Officer,HYBRID,250000,6480.71,4228.49,2040.8,22,11,11,0.5,6.205,0.45,2,0,0.627,0.726,0.493,0.051,79.173,DEV-31436,5887484290,SUSPICIOUS,0
W00266,Chukwuemeka Nwosu,IT Admin,HYBRID,300000,31694.18,14113.34,4292.48,22,19,3,0.864,16.857,0.059,1,0,0.308,0.128,0.643,0.167,1.0,DEV-53003,9908974436,VERIFIED,0
W00067,Efe Etuk,Security Officer,ONSITE,120000,5114.08,2524.11,3041.81,22,19,3,0.864,19.195,0.151,0,1,0.652,0.192,0.856,0.089,20.324,DEV-61562,1424378704,VERIFIED,0
W00209,Temitope Etuk,HR Officer,HYBRID,250000,4390.99,2310.48,298.53,22,0,22,0.0,5.472,0.485,2,3,0.777,0.843,0.513,0.028,270.687,DEV-38848,3300306128,FLAGGED,1
W00480,Tunde Usman,Accountant,HYBRID,280000,307.18,113.75,139.07,22,5,17,0.227,1.11,0.533,1,1,0.909,0.497,0.23,0.002,85.133,DEV-91860,0530181934,FLAGGED,1
W00095,Efe Adebayo,Cleaner,ONSITE,90000,843.43,268.76,147.81,22,7,15,0.318,2.619,0.383,3,3,0.777,0.434,0.198,0.014,177.081,DEV-18572,5856766981,FLAGGED,1
W00254,Sadiq Usman,Security Officer,ONSITE,120000,1532.93,510.21,356.86,22,16,6,0.727,12.121,0.196,2,1,0.448,0.165,0.749,0.02,23.169,DEV-46838,6136093300,VERIFIED,0
W00267,Ifeoma Okafor,Operations Manager,ONSITE,450000,6639.01,2120.7,5190.29,22,6,16,0.273,6.0,0.747,5,3,0.814,0.844,0.477,0.031,229.348,DEV-49092,1304479766,FLAGGED,1
W00024,Sadiq Ogunleye,IT Admin,HYBRID,300000,0.0,0.0,0.0,22,2,20,0.091,2.758,0.718,2,1,0.789,0.452,0.521,0.0,209.818,DEV-63629,5911814549,FLAGGED,1
W00223,Chukwuemeka Abubakar,Customer Support,REMOTE,180000,2584.72,819.84,1995.44,22,12,10,0.545,2.633,0.717,4,1,1.0,0.658,0.0,0.03,94.899,DEV-52637,2934799937,FLAGGED,1
W00262,Tunde Usman,Engineer,HYBRID,320000,22962.95,10745.48,5011.57,22,16,6,0.727,8.0,0.083,0,0,0.113,0.269,0.781,0.121,31.621,DEV-85070,0147797362,VERIFIED,0
W00427,Kemi Etuk,IT Admin,HYBRID,300000,10509.97,5610.27,2179.76,22,17,5,0.773,23.747,0.228,1,1,0.125,0.0,0.79,0.061,1.0,DEV-16425,5690508106,VERIFIED,0
W00006,Efe Nwosu,Security Officer,ONSITE,120000,9172.35,2972.69,2254.96,22,17,5,0.773,18.341,0.146,1,0,0.378,0.204,0.889,0.12,25.843,DEV-46219,7832033196,VERIFIED,0
W00117,Amina Etuk,HR Officer,HYBRID,250000,0.0,0.0,0.0,22,6,16,0.273,3.34,0.494,5,4,0.75,0.763,0.466,0.0,45.0,DEV-38848,5983386067,FLAGGED,1
W00046,Sadiq Ogunleye,Engineer,HYBRID,320000,23565.36,7697.67,2976.97,22,17,5,0.773,28.234,0.0,0,0,0.377,0.121,0.686,0.107,29.494,DEV-90405,1949526909,VERIFIED,0
W00017,Ibrahim Etuk,IT Admin,HYBRID,300000,20827.23,9255.61,1717.16,22,19,3,0.864,8.039,0.13,0,0,0.546,0.123,0.984,0.106,11.342,DEV-95249,7016086413,VERIFIED,0
W00463,Temitope Nwosu,Engineer,HYBRID,320000,19984.15,8901.71,9514.14,22,16,6,0.727,22.644,0.204,2,0,0.375,0.0,0.815,0.12,25.144,DEV-45625,8487351816,VERIFIED,0
W00358,Ifeoma Ogunleye,IT Admin,HYBRID,300000,24564.34,5483.26,9852.4,22,12,10,0.545,11.175,0.245,1,0,0.339,0.263,0.818,0.133,14.332,DEV-15891,0781051798,VERIFIED,0
W00004,Efe Okonkwo,HR Officer,HYBRID,250000,13003.85,7319.8,1926.35,22,16,6,0.727,14.751,0.181,0,0,0.415,0.197,0.666,0.089,14.735,DEV-42645,4630756532,VERIFIED,0
W00219,Ifeoma Balogun,Engineer,HYBRID,320000,18098.16,6502.91,5158.93,22,16,6,0.727,12.787,0.205,1,0,0.343,0.112,0.776,0.093,2.459,DEV-87620,6781393480,VERIFIED,0
W00406,Sadiq Abubakar,Operations Manager,ONSITE,450000,31599.48,8912.8,8987.72,22,14,8,0.636,20.593,0.32,2,1,0.287,0.065,1.0,0.11,28.49,DEV-52637,3021341227,VERIFIED,0
W00061,Ngozi Abubakar,Customer Support,REMOTE,180000,13329.62,6552.85,0.0,22,15,7,0.682,20.875,0.067,1,0,0.437,0.093,0.808,0.106,1.0,DEV-88610,5578480146,VERIFIED,0
W00111,Kemi Eze,HR Officer,HYBRID,250000,7965.28,3930.87,0.0,22,16,6,0.727,8.0,0.097,1,0,0.05,0.0,0.87,0.046,1.0,DEV-96563,9838134463,VERIFIED,0
W00319,Ngozi Usman,Accountant,HYBRID,280000,4630.81,2165.34,1883.85,22,17,5,0.773,17.791,0.169,2,0,0.597,0.19,0.764,0.031,4.633,DEV-64330,6989553124,VERIFIED,0
W00429,Efe Abubakar,Accountant,HYBRID,280000,5464.41,1918.73,4376.86,22,10,12,0.455,0.0,0.652,3,2,0.936,1.262,0.288,0.042,85.445,DEV-31436,3300306128,FLAGGED,1
W00030,Ifeoma Balogun,Customer Support,REMOTE,180000,7274.06,2261.33,5584.61,22,15,7,0.682,21.686,0.005,1,0,0.636,0.145,0.898,0.084,9.598,DEV-52318,0644539742,VERIFIED,0
W00438,Sadiq Okonkwo,Security Officer,ONSITE,120000,8362.8,2214.82,2622.38,22,11,11,0.5,25.56,0.089,2,0,0.618,0.195,0.793,0.11,38.145,DEV-63629,3896398734,VERIFIED,0
W00472,Sadiq Eze,Cleaner,ONSITE,90000,2678.41,834.85,1166.74,22,18,4,0.818,20.011,0.215,0,0,0.473,0.11,0.685,0.052,16.317,DEV-18713,3520616221,VERIFIED,0
W00027,Ifeoma Okafor,HR Officer,HYBRID,250000,18227.16,7953.39,1569.45,22,13,9,0.591,17.992,0.105,1,1,0.447,0.293,0.942,0.111,30.896,DEV-98585,3188091675,VERIFIED,0
W00008,Chukwuemeka Eze,Operations Manager,ONSITE,450000,35528.26,6822.88,11198.86,22,16,6,0.727,17.499,0.238,0,0,0.331,0.133,0.804,0.119,18.383,DEV-24207,2385678451,VERIFIED,0
W00454,Efe Usman,Customer Support,REMOTE,180000,8562.9,2808.72,4648.38,22,12,10,0.545,16.842,0.102,0,0,0.366,0.327,0.883,0.089,19.945,DEV-18109,3454765890,VERIFIED,0
W00109,Ibrahim Eze,HR Officer,HYBRID,250000,12967.95,6123.44,158.61,22,14,8,0.636,16.534,0.122,0,0,0.22,0.209,0.677,0.077,9.962,DEV-46283,0515927601,VERIFIED,0
W00038,Sadiq Okonkwo,Cleaner,ONSITE,90000,5558.82,2143.7,307.48,22,12,10,0.545,14.097,0.02,0,0,0.512,0.16,0.737,0.089,45.295,DEV-75911,9101084815,VERIFIED,0
W00158,Chukwuemeka Eze,Accountant,HYBRID,280000,2849.92,1526.98,1223.1,22,15,7,0.682,19.422,0.275,0,0,0.557,0.2,0.969,0.02,22.091,DEV-26142,4749820431,VERIFIED,0
W00490,Chukwuemeka Ogunleye,Engineer,HYBRID,320000,15769.75,4023.93,4206.32,22,14,8,0.636,30.0,0.139,0,0,0.079,0.144,0.738,0.075,3.517,DEV-96939,4480700244,VERIFIED,0
W00119,Ibrahim Nwosu,Engineer,HYBRID,320000,17196.37,8193.99,11729.64,22,15,7,0.682,14.911,0.217,0,0,0.374,0.212,0.751,0.116,11.956,DEV-59958,0808176821,VERIFIED,0
W00115,Amina Eze,HR Officer,HYBRID,250000,8822.92,3392.4,7284.68,22,17,5,0.773,14.312,0.198,1,1,0.337,0.042,0.803,0.078,61.535,DEV-80067,1812776233,VERIFIED,0
W00176,Ifeoma Usman,Customer Support,REMOTE,180000,1927.65,981.94,150.41,22,11,11,0.5,9.535,0.647,1,1,0.708,0.693,0.25,0.017,41.36,DEV-78601,8714081847,SUSPICIOUS,0
W00374,Ibrahim Ogunleye,Customer Support,REMOTE,180000,10778.24,2985.59,2616.17,22,17,5,0.773,30.0,0.145,0,0,0.525,0.035,0.929,0.091,28.919,DEV-35534,1832514162,VERIFIED,0
W00182,Temitope Usman,HR Officer,HYBRID,250000,1886.0,603.32,1510.68,22,1,21,0.045,0.254,0.344,2,0,0.934,0.444,0.325,0.016,220.199,DEV-11885,3329043023,FLAGGED,1
W00145,Ifeoma Okonkwo,Cleaner,ONSITE,90000,1861.77,1153.13,855.1,22,8,14,0.364,4.745,0.209,1,0,0.751,0.571,0.282,0.043,39.668,DEV-21056,8669278615,SUSPICIOUS,0
W00370,Ngozi Eze,Operations Manager,ONSITE,450000,27255.05,14711.84,12483.11,22,15,7,0.682,13.718,0.153,0,0,0.626,0.024,0.887,0.121,19.692,DEV-22755,2877593840,VERIFIED,0
W00391,Temitope Abubakar,Security Officer,ONSITE,120000,9767.01,4540.11,0.0,22,15,7,0.682,30.0,0.221,1,0,0.468,0.0,0.697,0.119,13.446,DEV-44849,3360270833,VERIFIED,0
W00196,Ifeoma Ogunleye,Customer Support,REMOTE,180000,8002.3,3318.21,559.49,22,9,13,0.409,10.687,0.381,1,2,0.792,0.447,0.496,0.066,63.701,DEV-10898,5049633971,SUSPICIOUS,0
W00405,Sadiq Adebayo,HR Officer,HYBRID,250000,13598.22,6163.46,8988.32,22,15,7,0.682,15.426,0.121,0,0,0.492,0.254,1.0,0.115,15.265,DEV-21229,6215965217,VERIFIED,0
W00276,Ifeoma Okonkwo,Operations Manager,ONSITE,450000,26340.12,12486.01,7523.87,22,15,7,0.682,10.815,0.35,1,0,0.395,0.0,0.783,0.103,24.934,DEV-89868,8605311307,VERIFIED,0
W00455,Ibrahim Usman,IT Admin,HYBRID,300000,6323.93,3960.94,2015.13,22,17,5,0.773,11.877,0.159,0,0,0.324,0.086,0.595,0.041,26.883,DEV-17654,2180734439,VERIFIED,0
W00142,Sadiq Okonkwo,Operations Manager,ONSITE,450000,15919.12,5737.69,5343.19,22,18,4,0.818,8.715,0.491,2,2,0.896,0.442,0.432,0.06,59.001,DEV-99469,6311323246,SUSPICIOUS,0
W00366,Ngozi Usman,Accountant,HYBRID,280000,9452.15,2281.16,4506.69,22,17,5,0.773,8.574,0.183,2,0,0.554,0.221,0.903,0.058,40.753,DEV-38848,0994778419,VERIFIED,0
W00068,Tunde Adebayo,Accountant,HYBRID,280000,21294.41,6188.12,8357.47,22,17,5,0.773,9.051,0.095,1,0,0.367,0.159,0.947,0.128,29.469,DEV-34759,7538250049,VERIFIED,0
W00211,Ngozi Okonkwo,IT Admin,HYBRID,300000,18003.4,7026.72,2269.88,22,16,6,0.727,12.463,0.0,0,0,0.643,0.163,1.0,0.091,25.91,DEV-11310,8087275235,VERIFIED,0
W00169,Efe Balogun,Cleaner,ONSITE,90000,3922.07,2226.03,1051.9,22,15,7,0.682,28.353,0.155,1,0,0.337,0.073,0.928,0.08,33.231,DEV-78076,2817854020,VERIFIED,0
W00494,Kemi Usman,Security Officer,ONSITE,120000,8100.2,2985.16,3194.64,22,14,8,0.636,30.0,0.143,0,1,0.311,0.0,0.66,0.119,38.478,DEV-69167,4769021360,VERIFIED,0
W00376,Ngozi Usman,HR Officer,HYBRID,250000,16936.48,7155.16,1158.36,22,12,10,0.545,8.0,0.019,1,0,0.407,0.198,0.825,0.101,45.361,DEV-57706,0620047716,VERIFIED,0
W00401,Ifeoma Etuk,HR Officer,HYBRID,250000,1983.87,1081.83,684.3,22,10,12,0.455,5.789,0.668,1,0,0.701,0.535,0.402,0.015,99.253,DEV-73319,9184624383,SUSPICIOUS,0
W00273,Ngozi Eze,Accountant,HYBRID,280000,3912.01,971.66,1276.33,22,14,8,0.636,17.274,0.0,1,1,0.325,0.008,0.668,0.022,32.315,DEV-25091,0265410824,VERIFIED,0
W00110,Efe Usman,Security Officer,ONSITE,120000,2567.74,746.86,1125.4,22,15,7,0.682,5.528,0.466,2,1,0.97,0.176,0.536,0.037,180.0,DEV-18572,2400571687,SUSPICIOUS,0
W00249,Ngozi Usman,Accountant,HYBRID,280000,8724.06,6064.87,3131.07,22,15,7,0.682,25.462,0.0,1,0,0.347,0.169,0.857,0.064,1.457,DEV-29302,2262924790,VERIFIED,0
W00146,Kemi Okonkwo,Security Officer,ONSITE,120000,5438.49,2502.69,3698.82,22,15,7,0.682,18.592,0.036,0,1,0.576,0.0,0.81,0.097,1.0,DEV-18123,3873188568,VERIFIED,0
W00093,Kemi Abubakar,Security Officer,ONSITE,120000,9197.91,3684.68,2117.41,22,21,1,0.955,8.0,0.092,1,0,0.549,0.104,0.973,0.125,20.295,DEV-65155,3477397084,VERIFIED,0
W00153,Ibrahim Nwosu,Operations Manager,ONSITE,450000,16928.21,8269.21,6752.58,22,19,3,0.864,24.005,0.215,1,0,0.583,0.058,0.624,0.071,10.681,DEV-58042,7555429021,VERIFIED,0
W00368,Ibrahim Etuk,Operations Manager,ONSITE,450000,12900.2,2982.69,5267.11,22,12,10,0.545,6.303,0.122,1,0,0.632,0.205,0.512,0.047,147.228,DEV-92984,7720041721,SUSPICIOUS,0
W00468,Kemi Nwosu,HR Officer,HYBRID,250000,401.63,218.75,129.62,22,4,18,0.182,4.761,0.67,5,3,1.0,0.728,0.062,0.003,45.0,DEV-11885,5022765745,FLAGGED,1
W00084,Ifeoma Adebayo,HR Officer,HYBRID,250000,21183.98,8623.64,12942.38,22,13,9,0.591,22.934,0.021,2,0,0.549,0.186,0.788,0.171,4.966,DEV-63629,9271912134,VERIFIED,0
W00246,Temitope Ogunleye,Security Officer,ONSITE,120000,1948.19,455.37,956.44,22,16,6,0.727,16.389,0.098,0,1,0.274,0.165,0.837,0.028,33.091,DEV-33058,6371828890,VERIFIED,0
W00166,Ngozi Balogun,IT Admin,HYBRID,300000,23959.1,9974.03,12566.87,22,21,1,0.955,25.545,0.245,2,0,0.154,0.083,0.78,0.155,22.033,DEV-18572,0547866088,VERIFIED,0
W00164,Ifeoma Okonkwo,Engineer,HYBRID,320000,16653.79,3234.66,7311.55,22,16,6,0.727,21.072,0.186,1,0,0.069,0.177,0.696,0.085,21.245,DEV-14910,6520811377,VERIFIED,0
W00200,Ibrahim Okonkwo,Accountant,HYBRID,280000,27116.96,10598.88,8484.16,22,19,3,0.864,8.0,0.057,1,0,0.212,0.19,0.648,0.165,7.954,DEV-12046,7598770563,VERIFIED,0
W00229,Ngozi Okonkwo,Operations Manager,ONSITE,450000,16212.07,8696.51,10641.42,22,17,5,0.773,24.771,0.1,1,0,0.234,0.117,1.0,0.079,1.0,DEV-55738,1018726237,VERIFIED,0
W00075,Ifeoma Abubakar,Accountant,HYBRID,280000,16507.6,7054.67,237.73,22,16,6,0.727,23.541,0.105,1,1,0.534,0.17,0.869,0.085,10.98,DEV-79197,1017661869,VERIFIED,0
W00479,Sadiq Usman,Customer Support,REMOTE,180000,10084.26,3258.44,1237.3,22,20,2,0.909,8.738,0.064,0,0,0.624,0.0,0.789,0.081,1.0,DEV-11435,4557632989,VERIFIED,0
W00359,Ngozi Nwosu,Customer Support,REMOTE,180000,8334.38,4899.76,2785.86,22,16,6,0.727,17.864,0.224,1,0,0.394,0.172,0.87,0.089,30.795,DEV-53905,8020217260,VERIFIED,0
W00251,Kemi Ogunleye,HR Officer,HYBRID,250000,16472.28,6380.46,2147.26,22,15,7,0.682,24.343,0.204,0,0,0.245,0.318,0.861,0.1,27.449,DEV-59139,3554844818,VERIFIED,0
W00120,Tunde Adebayo,Accountant,HYBRID,280000,14444.83,4637.19,5837.98,22,18,4,0.818,17.039,0.236,0,0,0.291,0.241,1.0,0.089,2.759,DEV-43728,5707231988,VERIFIED,0
W00311,Temitope Usman,Operations Manager,ONSITE,450000,21995.71,11902.03,6152.26,22,12,10,0.545,14.767,0.0,0,0,0.645,0.038,0.896,0.089,1.294,DEV-92150,5304561214,VERIFIED,0
W00300,Ibrahim Balogun,Accountant,HYBRID,280000,16516.1,6601.58,682.32,22,13,9,0.591,18.411,0.105,1,0,0.8,0.038,0.814,0.085,45.842,DEV-84598,7145047275,VERIFIED,0
W00256,Temitope Abubakar,IT Admin,HYBRID,300000,18429.37,7240.97,13929.66,22,16,6,0.727,17.01,0.236,2,0,0.631,0.0,0.957,0.132,18.468,DEV-18572,3866571942,VERIFIED,0
W00355,Ifeoma Usman,Customer Support,REMOTE,180000,7264.14,3614.95,2980.91,22,15,7,0.682,15.876,0.267,2,0,0.208,0.224,0.961,0.077,15.489,DEV-31436,6802438796,VERIFIED,0
W00400,Chukwuemeka Okafor,Accountant,HYBRID,280000,10734.94,6585.11,3679.95,22,12,10,0.545,20.905,0.177,0,1,0.302,0.097,0.646,0.075,2.262,DEV-48719,7576717650,VERIFIED,0
W00226,Chukwuemeka Ogunleye,Cleaner,ONSITE,90000,4794.62,1704.01,881.37,22,11,11,0.5,30.0,0.207,1,0,0.724,0.245,0.878,0.082,10.139,DEV-37994,6732853455,VERIFIED,0
W00354,Chukwuemeka Balogun,Security Officer,ONSITE,120000,9349.77,2164.72,7445.51,22,16,6,0.727,23.379,0.273,0,0,0.663,0.066,1.0,0.158,33.072,DEV-86823,8048931858,VERIFIED,0
W00235,Efe Okafor,Operations Manager,ONSITE,450000,22753.1,9217.45,4029.45,22,18,4,0.818,29.451,0.194,0,0,0.56,0.226,1.0,0.08,26.764,DEV-63814,4445656371,VERIFIED,0
W00383,Kemi Adebayo,Cleaner,ONSITE,90000,3137.17,1294.38,2048.45,22,17,5,0.773,18.258,0.093,1,0,0.724,0.257,0.899,0.072,28.64,DEV-53897,8692799871,VERIFIED,0
W00275,Amina Eze,Operations Manager,ONSITE,450000,13977.7,4771.9,4650.4,22,9,13,0.409,10.594,0.659,1,2,0.945,0.369,0.45,0.052,36.545,DEV-80237,7316324606,SUSPICIOUS,0
W00037,Kemi Adebayo,Cleaner,ONSITE,90000,980.74,408.38,140.88,22,8,14,0.364,6.578,0.274,3,1,0.743,0.646,0.554,0.017,64.684,DEV-38848,2102296613,SUSPICIOUS,0
W00197,Kemi Adebayo,HR Officer,HYBRID,250000,16254.83,4414.0,3581.17,22,16,6,0.727,24.046,0.122,0,0,0.592,0.088,0.665,0.097,19.774,DEV-92110,6048233935,VERIFIED,0
W00140,Ibrahim Okonkwo,Security Officer,ONSITE,120000,4955.3,719.97,1404.73,22,7,15,0.318,6.671,0.75,1,0,0.849,0.575,0.539,0.059,177.588,DEV-27667,3309321749,SUSPICIOUS,0
W00365,Ifeoma Okafor,IT Admin,HYBRID,300000,34552.18,14864.84,3382.98,22,17,5,0.773,30.0,0.011,1,0,0.727,0.076,0.725,0.176,2.28,DEV-72956,4374077133,VERIFIED,0
W00245,Ngozi Okafor,Security Officer,ONSITE,120000,4329.87,2677.29,2232.84,22,17,5,0.773,8.0,0.092,2,0,0.494,0.0,0.93,0.077,3.985,DEV-38848,0178480666,VERIFIED,0
W00440,Chukwuemeka Usman,HR Officer,HYBRID,250000,8761.15,3787.71,1201.14,22,12,10,0.545,8.095,0.649,1,0,0.788,0.652,0.749,0.055,125.895,DEV-20724,4171431936,SUSPICIOUS,0
W00287,Ifeoma Etuk,Operations Manager,ONSITE,450000,31544.75,19230.75,14924.5,22,15,7,0.682,27.742,0.271,2,1,0.498,0.19,0.666,0.146,13.543,DEV-18572,1783045004,VERIFIED,0
W00060,Amina Eze,Customer Support,REMOTE,180000,11713.42,4415.12,4751.46,22,14,8,0.636,10.807,0.06,0,0,0.067,0.269,0.863,0.116,3.838,DEV-20119,1927198246,VERIFIED,0
W00112,Ifeoma Usman,HR Officer,HYBRID,250000,14424.54,6542.41,4033.05,22,16,6,0.727,9.222,0.077,0,0,0.751,0.104,0.74,0.1,30.711,DEV-77693,9667045743,VERIFIED,0
W00090,Amina Nwosu,Accountant,HYBRID,280000,10127.75,1662.54,3889.71,22,19,3,0.864,12.248,0.128,2,0,0.215,0.299,0.787,0.056,19.606,DEV-64330,5883333100,VERIFIED,0
W00437,Temitope Etuk,IT Admin,HYBRID,300000,6037.78,4040.87,1921.35,22,17,5,0.773,12.592,0.142,0,1,0.17,0.172,0.631,0.04,22.538,DEV-96970,6506539692,VERIFIED,0
W00007,Ifeoma Abubakar,Operations Manager,ONSITE,450000,16536.64,3019.06,7894.3,22,13,9,0.591,12.187,0.205,2,0,0.367,0.098,0.865,0.061,1.0,DEV-64330,8651682350,VERIFIED,0
W00361,Ifeoma Eze,Accountant,HYBRID,280000,14139.96,4956.77,6663.27,22,16,6,0.727,19.521,0.0,1,0,0.32,0.14,0.768,0.092,33.129,DEV-97979,3516096793,VERIFIED,0
W00347,Ifeoma Ogunleye,Engineer,HYBRID,320000,4656.18,2126.72,1857.1,22,6,16,0.273,6.0,0.3,5,2,0.893,0.707,0.123,0.027,192.634,DEV-64330,4375023984,FLAGGED,1
W00339,Sadiq Eze,Engineer,HYBRID,320000,12450.82,6086.54,1302.64,22,16,6,0.727,20.229,0.206,2,0,0.499,0.224,0.767,0.062,9.833,DEV-49092,0549160778,VERIFIED,0
W00159,Efe Etuk,HR Officer,HYBRID,250000,17984.37,5092.33,3173.3,22,14,8,0.636,22.226,0.126,0,1,0.204,0.122,1.0,0.105,1.0,DEV-18185,7668075292,VERIFIED,0
W00151,Chukwuemeka Okafor,Cleaner,ONSITE,90000,3727.18,932.09,1550.73,22,16,6,0.727,22.827,0.054,1,0,0.757,0.062,0.886,0.069,22.437,DEV-59554,9583797659,VERIFIED,0
W00178,Temitope Balogun,IT Admin,HYBRID,300000,11751.97,6672.47,3775.56,22,18,4,0.818,29.323,0.0,0,0,0.396,0.186,0.793,0.074,1.0,DEV-20999,2540860714,VERIFIED,0
W00394,Efe Adebayo,Customer Support,REMOTE,180000,5243.04,2268.39,48.57,22,7,15,0.318,3.265,0.651,0,1,0.97,0.848,0.85,0.042,127.529,DEV-58220,3878642285,SUSPICIOUS,0
W00185,Sadiq Etuk,Security Officer,ONSITE,120000,4098.61,2197.44,2463.95,22,18,4,0.818,17.92,0.041,2,0,0.482,0.0,0.811,0.073,29.121,DEV-38848,3744927062,VERIFIED,0
W00450,Ngozi Eze,Security Officer,ONSITE,120000,6589.23,3466.57,1584.2,22,18,4,0.818,25.057,0.073,0,0,0.289,0.286,0.792,0.097,21.301,DEV-96193,7610882073,VERIFIED,0
W00011,Ifeoma Nwosu,Customer Support,REMOTE,180000,2356.83,1169.45,253.72,22,21,1,0.955,21.396,0.031,1,0,0.441,0.249,1.0,0.021,10.013,DEV-63794,8379560337,VERIFIED,0
W00381,Kemi Etuk,Operations Manager,ONSITE,450000,37910.05,10058.27,35281.68,22,18,4,0.818,24.813,0.066,1,1,0.354,0.107,0.901,0.185,14.554,DEV-28273,7657171612,VERIFIED,0
W00104,Temitope Adebayo,HR Officer,HYBRID,250000,16648.48,10160.96,5690.56,22,19,3,0.864,19.018,0.177,1,0,0.68,0.24,0.931,0.13,25.488,DEV-17431,1615649290,VERIFIED,0
W00082,Ngozi Abubakar,Customer Support,REMOTE,180000,0.0,0.0,0.0,22,8,14,0.364,0.354,0.664,1,1,0.835,0.638,0.174,0.0,253.717,DEV-20299,0530181934,FLAGGED,1
W00039,Amina Balogun,IT Admin,HYBRID,300000,8444.59,1699.8,6655.61,22,6,16,0.273,11.413,0.545,0,0,0.97,0.435,0.663,0.056,61.865,DEV-21355,8603752745,SUSPICIOUS,0
W00315,Chukwuemeka Adebayo,Engineer,HYBRID,320000,8474.07,3661.08,4824.85,22,20,2,0.909,16.694,0.238,0,1,0.559,0.0,0.848,0.053,47.26,DEV-80519,2369874241,VERIFIED,0
W00168,Tunde Abubakar,Accountant,HYBRID,280000,17992.49,8481.09,4886.42,22,19,3,0.864,10.32,0.052,1,0,0.793,0.082,0.836,0.112,20.408,DEV-35952,0306526414,VERIFIED,0
W00470,Tunde Abubakar,Accountant,HYBRID,280000,8363.57,4688.67,4027.76,22,14,8,0.636,20.994,0.216,0,0,0.362,0.0,1.0,0.061,6.687,DEV-14984,6134825484,VERIFIED,0
W00297,Efe Ogunleye,HR Officer,HYBRID,250000,22555.12,15112.25,11332.63,22,18,4,0.818,8.0,0.083,1,0,0.434,0.089,0.946,0.196,21.685,DEV-46761,7811736217,VERIFIED,0
W00475,Tunde Abubakar,HR Officer,HYBRID,250000,14745.67,5285.74,11718.59,22,15,7,0.682,16.377,0.087,0,0,0.541,0.0,0.889,0.127,6.627,DEV-16076,6209306695,VERIFIED,0
W00199,Sadiq Usman,Engineer,HYBRID,320000,10755.44,5045.84,5958.72,22,20,2,0.909,23.189,0.159,1,0,0.552,0.215,0.851,0.068,43.461,DEV-51820,3111568759,VERIFIED,0
W00298,Tunde Etuk,HR Officer,HYBRID,250000,7185.77,2628.9,5435.33,22,20,2,0.909,16.331,0.038,2,0,0.1,0.409,0.751,0.061,33.279,DEV-63629,9214960173,VERIFIED,0
